Data_Pool,Data_Connection,Table,Size(B),Last_Updated
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TVPT,15175.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVLST,2775.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVLST,2836.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVLST,2836.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVLST,2836.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVLKT,17408.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVLKT,17408.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVLKT,16476.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVLKT,16476.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVKOT,5990.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVKOT,9154.56,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVKOT,9308.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVKOT,9308.16,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TVKOT,2713.6,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TVKO,4587.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVKO,3655.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TVKO,5744.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TVKO,5744.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TVKO,5744.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TVKO,5744.64,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVKO,5744.64,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVKO,5744.64,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVKO,5744.64,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVKMT,1269.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVKMT,1300.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVKMT,1300.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVKMT,1300.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVKBT,44298.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVKBT,45260.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVKBT,28364.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVKBT,45260.8,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVGRT,1044.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVGRT,1044.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVGRT,1064.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVGRT,1064.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVFST,2744.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVFST,2744.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVFST,2744.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVFST,2744.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVFKT,23439.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVFKT,22394.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVFKT,22394.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVFKT,23244.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVAUT,7127.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVAUT,7127.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVAUT,7127.04,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVAUT,7127.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVAPT,89405.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVAPT,89405.44,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVAPT,88074.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVAPT,88074.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVAKT,44769.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVAKT,45107.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVAKT,43642.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVAKT,41902.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVAK,16998.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVAK,17438.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVAK,17745.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVAK,16998.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TVAGT,2600.96,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TVAGT,2549.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TVAGT,2600.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TVAGT,2600.96,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TTYP,7075.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TSTCT,22135439.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TSTCT,22649241.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TSTCT,21317550.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TSTCT,21244149.76,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TSPAT,310.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TSPAT,310.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TSPAT,310.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TSPAT,310.0,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,TQ80_T,12707.84,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TMP_WM_PROD_TIME_HELP,0.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TMP_WM_PROD_TIME,0.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TMP_WM_LTAK_LTAP_HELP,3082.24,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,TMP_WM_LTAK_LTAP,11417.6,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TMP_PP_AUFK_AFKO_AFPO,3030384.64,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TMP_PP_AUFK_AFKO_AFPO,161095.68,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TMP_AR_BKPF_BSEG,67502.08,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,TKA01,8222.72,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TKA01,8222.72,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,TJ30T,64952.32,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TJ02T,132618.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TJ02T,374650.88,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,TJ02T,374650.88,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,TJ02T,374650.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TJ02T,538726.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TJ02T,374650.88,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,TJ02T,374650.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TJ02T,538726.4,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TJ02T,89702.4,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TJ02T,132618.24,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TGSBT,52.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TGSBT,52.0,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TGSBT,52.0,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,No info,TEST,339.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURX,1945.6,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURX,1945.6,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURX,1945.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURW,4546.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURV,688.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURV,688.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURV,688.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURV,688.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURV,667.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURV,688.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURV,667.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURV,688.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURV,688.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURU,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURT,56094.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURS,0.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURR_CC,917104.64,2020-11-08 00:38:00
Table Push Test - Kogiso,Dummy Connection,TCURR_CC,5693.44,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURR_CC,876216.32,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURR_CC,876421.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURR_CC,873297.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURR_CC,917104.64,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TCURR_CC,873646.08,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TCURR_CC,916275.2,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURR_CC,873297.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURR_CC,873226.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURR_CC,874977.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURR_CC,873297.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURR_CC,915855.36,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURR_CC,874977.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURR_CC,876421.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURR_CC,917104.64,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURR_CC,876216.32,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,TCURR_CC,876421.12,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURR_CC,875663.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURR,684216.32,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURR,653301.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURR,650905.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURR,626319.36,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURR,650905.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURR,653301.76,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURR,630814.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TCURR,651253.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURR,683427.84,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURR,684216.32,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURR,653137.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TCURR,683581.44,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,TCURR,600801.28,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,TCURR,653301.76,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURR,640419.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURR,652206.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURR,650905.6,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURR,653137.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURR,684216.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURP,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURO,2007.04,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURN,985.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURM,47.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURL,2119.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURK,224.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURF_CC,1059061.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TCURF_CC,1069547.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURF_CC,933437.44,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURF_CC,968038.4,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,TCURF_CC,968038.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURF_CC,968038.4,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURF_CC,933437.44,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURF_CC,968038.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURF_CC,1069547.52,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURF_CC,1080033.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,TCURF,556236.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURF,556328.96,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURF,509573.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,TCURF,556328.96,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURF,556236.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,TCURF,556328.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,TCURF,556328.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURF,491530.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,TCURF,544542.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,TCURF,556236.8,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,TCURF,509573.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,TCURF,544542.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,TCURF,556328.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURF,556431.36,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,TCURF,509573.12,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURF,509573.12,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURF,509573.12,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURF,533043.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURE,429.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURD,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURC_ROUND,32.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,TCURC,8140.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,TCURB,105.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,TBSLT,28129.28,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,TABLE2,14602.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T685T,482109.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T685T,462008.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T685T,480471.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T685T,480727.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T685T,461629.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T685T,480727.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T685T,462592.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T685T,462059.52,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T685T,460533.76,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T685T,460533.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T685T,482109.44,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T685T,459335.68,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T357M_T,348.0,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T357M,57.0,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T356_T,4966.4,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T353I_T,3604.48,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,T336T,1239.04,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,T302T,9492.48,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,T301T,6062.08,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,T300T,544.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T179T,8929.28,2020-11-08 00:38:00
