Data_Pool,Data_Connection,Table,Size(B),Last_Updated
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Event,3010.56,2020-11-08 00:38:00
[Migrated to abeamcloud] Concur - Expense ABeam Template v1,Abeam Concur Development,Entry_Level_Audit_Info,15554.56,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,EQKT,371.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKPO,14816378.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKPO,16861102.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKPO,75110.4,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKPO,1855979.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKPO,11104419.84,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,EKPO,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKPO,19388170.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EKPO,13987.84,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKPO,50073.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKPO,373637.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKPO,103014.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKPO,1939865.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKPO,307025.92,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,EKPO,1488977.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKPO,371261.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKPO,16724787.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKPO,14522777.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKPA,33771.52,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKPA,464599.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKPA,3187671.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKPA,3177185.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKPA,320860.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKPA,1950351.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKPA,69713.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKPA,2642411.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKPA,74854.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKPA,74854.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKPA,3166699.52,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKPA,7587.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKPA,3219128.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKPA,1474.56,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKKO,781414.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKKO,5704253.44,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,EKKO,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKKO,3974103.04,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKKO,20848.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKKO,4383047.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKKO,105943.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKKO,445798.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKKO,114749.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKKO,4571791.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKKO,113735.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKKO,5767168.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKKO,20756.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKKO,32317.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKKO,3670016.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EKKO,4577.28,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,EKKO,615045.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKKN,13322.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKKN,217620.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKKN,230942.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKKN,24279.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKKN,141813.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKKN,218675.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKKN,48394.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKKN,123033.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EKKN,3891.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKKN,12175.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKKN,171745.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKKN,13322.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKKN,32860.16,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKKN,344.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,EKKN,123187.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKKN,231997.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKET,8808038.4,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKET,1132462.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKET,8923381.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKET,8608808.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKET,8514437.12,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,EKET,330547.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EKET,7014.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKET,5872025.6,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKET,1059061.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKET,176506.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKET,44513.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKET,189716.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKET,7696547.84,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKET,26419.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKET,190054.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKET,60354.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKES,7680.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKES,118784.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKES,0.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKES,22661.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKES,52336.64,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKES,15298.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKES,124067.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKES,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKES,118784.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKES,7680.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,EKES,161.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKES,124067.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKES,7680.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKES,106577.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EKBE,214568.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EKBE,5934940.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EKBE,7235174.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EKBE,18135.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EKBE,644126.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EKBE,6102712.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EKBE,16721.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EKBE,876247.04,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,EKBE,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EKBE,5033164.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EKBE,207411.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EKBE,214568.96,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EKBE,253235.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EKBE,4823449.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EKBE,7560232.96,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EKBE,33925.12,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EBKN,29818.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EBKN,65423.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EBKN,20961.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EBKN,3399.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EBKN,3399.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EBKN,39782.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EBKN,186716.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EBKN,3399.68,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EBKN,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EBKN,65423.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EBKN,68823.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EBKN,181504.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EBKN,27340.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EBKN,68823.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EBKN,5990.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,EBAN,571914.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,EBAN,568258.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,EBAN,20930.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,EBAN,490741.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,EBAN,489359.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,EBAN,20500.48,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,EBAN,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,EBAN,9656.32,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,EBAN,204062.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,EBAN,232693.76,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,EBAN,8755.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,EBAN,111380.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,EBAN,60170.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,EBAN,78796.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,EBAN,351057.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,EBAN,19619.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,DD07T,82921390.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,DD07T,83508592.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,DD07T,81788928.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,DD07T,71911342.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,DD07T,70443335.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,DD07T,76724305.92,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,DD07T,72624373.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,DD07T,81537269.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,DD07T,79943434.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,DD07T,72613888.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,DD07T,72058142.72,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,DD07T,71921827.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,DD03M,2873098.24,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,DD03M,2642411.52,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,DD03M,4634705.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,DD03M,2883584.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,DD03M,2747269.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,DD03M,2852126.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,DD03M,2810183.68,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,DD03M,343316.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,DD03M,4687134.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,DD03M,4519362.56,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,DD03M,578959.36,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,DD03M,1174405.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,DD03M,2705326.08,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,DD03M,293949.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,DD03M,4561305.6,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,DD03M,338247.68,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,DD03M,2841640.96,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,DD03M,346982.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,DD02T,7086.08,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,DD02T,7198.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,DD02T,11509.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,DD02T,7198.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,DD02T,11509.76,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,DD02T,674.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,DD02T,11335.68,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,DD02T,7198.72,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,DD02T,1136.64,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,DD02T,4044.8,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,DD02T,674.0,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,DD02T,519.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,DD02T,674.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,DD02T,7086.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,DD02T,7198.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,DD02T,11509.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,DD02T,7198.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,DD02T,7198.72,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,ContactHistory,5191.68,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Contact,14540.8,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Campaign,243.0,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,CSKT,345292.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,CRTX,11540.48,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,CRTX,11151.36,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,CRTX,27607.04,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,CRHD,22917.12,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,CRHD,60282.88,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,CRHD,27883.52,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,CRHD,24883.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,CONTRACT_INFO,2969.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,CONTRACT_INFO,2969.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,CONTRACT_INFO,1669.12,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,CEPCT,211292.16,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,CEPCT,211435.52,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,CEPCT,165908.48,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CE1Y010,8996782.08,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CE1Y007,50761564.16,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CE1Y003,50646220.8,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CE1Y001,59473.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,CDPOS,41796239.36,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,CDPOS,7969177.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,CDPOS,27493662.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,CDPOS,44900024.32,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,CDPOS,136524595.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,CDPOS,138978263.04,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,CDPOS,100946411.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,CDPOS,144556687.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,CDPOS,23760732.16,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,CDPOS,1688207.36,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,CDPOS,19097.6,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,CDPOS,0.0,2020-11-08 00:38:00
Takata version control test target,test1,CDPOS,94749327.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,CDPOS,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,CDPOS,144514744.32,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,CDPOS,9000.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,CDPOS,27629977.6,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,CDPOS,1546.24,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,CDPOS,94036295.68,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,CDPOS,5580.8,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CDPOS,8042577.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,CDHDR,7906263.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,CDHDR,0.0,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,CDHDR,18664652.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,CDHDR,6857687.04,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,CDHDR,16986931.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,CDHDR,11198791.68,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,CDHDR,555704.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,CDHDR,0.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,CDHDR,1384120.32,2020-11-08 00:38:00
Takata version control test target,test1,CDHDR,16651386.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,CDHDR,7067402.24,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,CDHDR,1530920.96,2020-11-08 00:38:00
